TimePoint,NO,NO2,NOx,SO2,CO,O3,PM10,PM2.5,BC,Visibility,WindD,WindS,Temperature,Humidity,Pressure
2013-09-15 17:00:00,1.14,12.46,13.7,20.14,1.5,73.14,119.06,52.53,4.678,8.9,35.34,0.44,27.65,49.71,1003.51
2013-09-15 18:00:00,1.13,20.11,21.32,28.83,1.81,43.55,170.26,69.86,6.13,7.44,22.27,0.35,27.0,52.62,1003.63
2013-09-15 19:00:00,1.16,43.55,44.63,44.88,2.29,20.21,202.75,85.32,7.547,6.55,7.55,0.33,26.59,54.2,1004.17
2013-09-15 20:00:00,1.32,61.24,62.48,42.88,2.12,25.69,214.96,84.34,9.126,5.76,321.36,0.83,26.17,55.45,1004.56
2013-09-15 21:00:00,1.2,44.64,45.77,40.65,2.16,26.31,203.37,70.02,8.142,6.44,320.55,0.86,25.64,54.49,1004.58
2013-09-15 22:00:00,1.16,37.07,38.18,49.26,2.33,30.13,207.43,71.02,7.477,6.52,323.39,0.91,25.4,52.72,1004.43
2013-09-15 23:00:00,1.13,31.85,32.99,42.4,2.2,21.66,222.21,75.95,7.062,6.51,341.22,0.48,25.38,53.18,1004.42
2013-09-16 00:00:00,1.14,38.62,39.72,47.8,2.19,9.03,211.59,75.7,7.226,6.12,9.23,0.26,25.28,54.38,1004.27
2013-09-16 01:00:00,2.62,50.3,52.8,43.18,2.05,9.0,208.44,73.42,7.088,6.18,325.54,0.32,24.97,55.48,1003.88
2013-09-16 02:00:00,1.86,47.03,48.71,46.21,2.08,10.64,210.23,75.21,7.411,6.02,25.09,0.15,24.89,56.02,1003.87
2013-09-16 03:00:00,1.77,43.62,45.24,48.34,2.65,4.61,230.15,83.74,8.596,5.4,46.98,0.25,24.51,58.1,1003.72
2013-09-16 04:00:00,20.45,45.08,65.55,46.32,3.37,5.07,248.98,86.89,8.791,4.91,44.8,0.41,24.11,60.49,1003.83
2013-09-16 05:00:00,34.06,39.14,73.39,44.91,2.86,4.47,249.21,92.81,8.626,4.12,46.14,0.47,23.41,65.55,1004.33
2013-09-16 06:00:00,62.4,27.55,90.38,30.5,1.94,4.0,210.77,80.83,8.588,4.15,43.63,0.46,22.79,69.51,1004.85
2013-09-16 07:00:00,51.88,23.78,75.99,22.24,1.79,5.76,195.65,68.5,8.144,4.61,25.24,0.34,23.14,69.66,1005.18
2013-09-16 08:00:00,34.31,25.07,59.57,21.85,2.03,6.64,202.86,69.17,8.641,4.48,28.08,0.32,23.65,68.8,1005.26
2013-09-16 09:00:00,32.61,26.01,58.8,36.18,1.81,7.18,225.12,87.37,8.626,3.75,5.18,0.31,25.05,65.7,1005.27
2013-09-16 10:00:00,52.41,27.61,80.4,39.75,1.93,11.01,203.85,86.07,8.305,3.7,32.04,0.38,26.14,63.55,1005.11
2013-09-16 11:00:00,39.19,31.95,71.38,43.78,1.86,11.31,235.41,101.51,8.245,3.23,55.98,0.38,27.29,60.96,1004.44
2013-09-16 12:00:00,43.53,38.82,82.64,38.55,1.53,15.28,262.77,113.06,8.534,2.91,83.86,0.62,27.72,61.92,1003.51
2013-09-16 13:00:00,30.76,42.66,73.57,21.69,1.45,62.2,230.88,109.41,8.169,3.05,115.27,0.35,28.85,61.47,1002.54
2013-09-16 14:00:00,3.52,17.89,21.5,13.64,1.46,78.91,162.02,91.01,7.825,3.44,122.08,0.49,30.03,58.25,1001.63
2013-09-16 15:00:00,1.45,9.72,11.21,7.95,1.32,77.5,161.37,78.53,6.198,4.43,146.9,0.58,30.46,54.53,1000.97
2013-09-16 16:00:00,1.05,7.95,9.01,5.68,1.27,72.07,158.13,81.83,6.127,4.49,132.97,0.55,30.17,55.96,1000.85
2013-09-16 17:00:00,1.0,8.65,9.66,4.42,1.24,58.95,168.09,84.32,6.234,4.29,95.9,0.56,29.24,60.49,1001.01
2013-09-16 18:00:00,0.9,10.59,11.51,5.25,1.47,44.08,215.97,105.34,9.347,3.25,69.82,0.15,28.32,64.95,1001.28
2013-09-16 19:00:00,0.83,19.8,20.69,10.46,1.49,39.19,74.46,40.05,10.724,2.43,83.4,0.37,27.5,68.05,1002.0
2013-09-16 20:00:00,0.85,20.46,21.38,10.4,1.47,35.52,,,11.762,2.29,66.83,0.35,27.04,69.47,1002.52
2013-09-16 21:00:00,0.82,20.01,20.9,15.29,1.57,9.04,256.66,142.49,9.787,2.77,8.96,0.35,26.09,71.05,1002.94
2013-09-16 22:00:00,9.29,47.34,56.59,38.73,2.11,4.47,255.0,111.64,9.766,2.66,30.19,0.43,25.01,71.2,1003.33
2013-09-16 23:00:00,56.75,45.16,102.19,39.2,1.78,4.24,285.87,171.17,9.506,2.7,340.6,0.57,24.36,72.03,1003.48
2013-09-17 00:00:00,32.9,43.28,76.34,44.22,1.75,4.53,269.63,164.65,9.413,2.56,55.0,0.69,23.86,72.2,1003.6
2013-09-17 01:00:00,33.79,39.1,73.08,33.6,2.28,4.42,223.72,109.59,9.171,2.65,43.4,0.5,23.37,72.27,1003.49
2013-09-17 02:00:00,54.91,30.81,86.1,34.7,1.58,4.59,213.36,96.04,9.082,2.42,40.97,0.43,23.02,73.5,1003.61
2013-09-17 03:00:00,81.5,23.38,105.4,36.08,1.72,4.43,214.22,99.61,9.355,2.37,40.38,0.4,22.72,74.51,1003.67
2013-09-17 04:00:00,88.09,21.61,110.26,33.4,1.82,4.14,177.63,84.35,8.637,2.51,327.16,0.61,22.08,78.32,1004.09
2013-09-17 05:00:00,41.66,27.27,69.19,28.68,1.94,4.26,157.8,84.51,8.462,2.21,348.04,0.4,21.5,81.93,1004.43
2013-09-17 06:00:00,32.87,26.83,59.91,38.16,2.03,5.16,173.29,98.16,8.729,1.89,48.19,0.45,21.48,81.64,1005.04
2013-09-17 07:00:00,62.85,22.66,85.94,41.08,2.2,6.16,212.61,108.7,9.609,1.87,36.8,0.43,22.02,79.46,1005.73
2013-09-17 08:00:00,68.88,22.39,91.74,46.43,2.14,6.31,258.56,123.74,10.066,1.77,45.35,0.42,23.11,76.15,1005.85
2013-09-17 09:00:00,75.21,24.2,99.88,51.58,2.04,6.49,266.95,134.27,9.885,1.81,63.18,0.62,24.63,71.53,1005.95
2013-09-17 10:00:00,92.15,27.56,120.22,49.55,2.1,9.01,261.83,131.1,9.859,2.03,45.84,0.56,25.98,68.43,1005.87
2013-09-17 11:00:00,64.85,37.61,102.86,48.54,2.11,13.26,258.92,135.47,9.562,2.1,50.6,0.45,27.16,65.79,1005.45
2013-09-17 12:00:00,45.33,45.44,90.96,34.4,1.75,24.74,243.76,131.59,9.125,2.26,27.56,0.49,28.2,64.11,1005.19
2013-09-17 13:00:00,15.49,44.3,59.78,27.52,1.62,57.51,216.91,120.01,8.672,2.56,54.1,0.8,28.89,63.26,1004.76
2013-09-17 14:00:00,4.86,23.93,28.86,17.08,1.52,79.7,187.33,101.77,8.603,3.24,75.38,0.85,29.63,62.38,1004.41
2013-09-17 15:00:00,0.88,9.78,10.69,11.91,1.42,80.8,161.34,86.09,7.599,3.86,70.88,0.68,29.41,62.96,1004.46
2013-09-17 16:00:00,0.72,7.5,8.26,15.68,1.63,75.51,202.29,110.22,8.233,3.07,349.82,0.63,28.62,65.09,1004.74
2013-09-17 17:00:00,0.74,11.29,12.07,25.94,1.9,47.32,246.38,141.23,8.816,2.21,32.62,0.64,27.65,68.35,1005.13
2013-09-17 18:00:00,1.02,37.25,38.23,29.63,1.99,30.91,276.1,149.22,9.551,1.97,8.6,0.54,26.95,69.91,1005.67
2013-09-17 19:00:00,0.93,46.92,47.7,13.22,1.56,38.44,172.81,99.6,7.448,1.84,38.68,0.42,24.2,85.21,1006.87
2013-09-17 20:00:00,0.8,23.01,23.88,10.0,1.85,12.9,172.3,111.32,8.49,1.33,6.73,0.52,23.16,88.44,1007.54
2013-09-17 21:00:00,1.79,35.99,37.8,15.33,2.15,4.31,202.72,132.83,9.725,1.15,342.44,0.59,22.89,87.32,1007.94
2013-09-17 22:00:00,39.54,33.64,73.42,16.8,2.19,4.09,153.72,110.44,8.971,1.18,37.72,0.57,22.54,88.34,1008.48
2013-09-17 23:00:00,46.6,28.54,75.46,13.9,2.42,4.01,123.67,86.37,8.217,1.34,48.04,0.55,22.03,89.11,1008.87
2013-09-18 00:00:00,26.71,26.26,53.17,14.83,2.04,3.8,137.75,85.97,7.7,1.24,38.29,0.55,21.86,89.33,1009.15
2013-09-18 01:00:00,64.53,16.76,81.74,15.13,2.13,4.01,156.04,87.22,7.75,1.1,39.91,0.4,21.68,90.82,1009.15
2013-09-18 02:00:00,67.89,14.31,82.65,13.59,2.17,4.27,153.38,88.45,7.51,1.05,46.28,0.26,21.86,91.14,1009.12
2013-09-18 03:00:00,64.17,14.89,79.49,14.8,2.49,4.2,152.82,92.91,7.812,1.05,47.45,0.37,21.99,90.91,1009.22
2013-09-18 04:00:00,75.46,12.48,88.45,17.18,2.82,3.98,149.25,86.85,8.177,1.07,73.67,0.44,21.87,91.23,1009.4
2013-09-18 05:00:00,67.3,13.46,81.22,10.43,2.23,3.87,126.83,81.84,8.042,1.08,77.26,0.75,21.4,93.16,1009.94
2013-09-18 06:00:00,19.36,17.58,37.15,8.71,2.2,4.13,140.32,88.22,8.302,0.94,74.88,0.73,21.12,93.89,1010.58
2013-09-18 07:00:00,16.04,19.52,35.81,7.16,2.2,6.17,157.56,95.6,8.273,0.97,73.71,0.66,21.07,93.63,1011.24
2013-09-18 08:00:00,12.02,16.9,29.1,6.94,2.05,15.01,151.4,99.05,8.318,1.43,77.03,0.66,21.92,86.63,1011.41
2013-09-18 09:00:00,8.17,14.09,22.38,9.91,1.8,29.08,132.72,82.62,7.98,2.38,95.68,0.44,23.72,75.41,1011.51
2013-09-18 10:00:00,5.13,11.9,17.15,11.84,1.65,43.25,124.62,74.74,7.426,3.07,74.37,0.41,25.05,69.66,1011.3
2013-09-18 11:00:00,3.21,10.09,13.38,12.08,1.52,57.24,136.47,71.15,6.357,3.88,80.28,0.78,26.2,64.33,1010.7
2013-09-18 12:00:00,1.98,9.69,11.69,10.03,1.38,65.17,107.66,62.33,5.166,4.85,79.19,0.89,27.01,62.21,1010.01
2013-09-18 13:00:00,1.17,7.53,8.7,9.91,1.25,73.92,92.6,53.75,4.668,6.4,78.95,0.82,28.16,57.34,1009.3
2013-09-18 14:00:00,0.9,6.17,7.07,8.91,1.18,76.52,94.12,50.95,4.452,7.82,77.42,0.67,28.74,55.73,1008.51
2013-09-18 15:00:00,0.82,5.71,6.51,8.64,1.11,75.02,89.89,44.14,4.018,9.81,56.18,0.42,29.05,54.64,1007.82
2013-09-18 16:00:00,0.77,5.58,6.33,7.7,1.06,70.33,83.64,36.34,3.331,11.8,356.06,0.36,29.06,54.12,1007.46
2013-09-18 17:00:00,0.78,6.1,6.88,7.39,1.11,62.71,90.13,35.83,3.451,11.85,37.1,0.27,28.47,54.2,1007.3
2013-09-18 18:00:00,0.8,10.89,11.68,7.47,1.36,40.71,143.7,54.74,6.09,9.14,356.41,0.03,27.46,58.56,1007.51
2013-09-18 19:00:00,0.85,24.66,25.57,7.69,1.59,19.45,197.38,76.37,10.254,6.87,302.63,0.03,26.44,62.89,1008.09
2013-09-18 20:00:00,1.2,38.48,39.66,11.67,1.8,12.64,231.33,83.17,9.811,5.64,347.55,0.05,25.84,64.96,1008.56
2013-09-18 21:00:00,2.53,44.7,47.12,10.35,1.74,6.05,316.87,93.18,12.13,4.1,270.75,0.07,24.63,70.85,1008.32
2013-09-18 22:00:00,22.33,44.41,66.78,9.95,1.89,7.04,276.76,99.09,11.876,3.98,277.98,0.07,24.27,72.23,1007.99
2013-09-18 23:00:00,11.51,44.98,56.44,10.55,1.52,17.23,186.15,73.27,9.804,5.15,248.17,0.04,23.88,71.26,1007.72
2013-09-19 00:00:00,2.23,32.12,34.41,7.56,1.52,6.31,249.3,82.13,12.797,4.71,96.89,0.01,23.57,73.6,1007.44
2013-09-19 01:00:00,45.11,34.01,79.39,5.9,1.47,6.99,286.61,99.44,11.954,3.54,301.02,0.02,22.82,76.63,1007.29
2013-09-19 02:00:00,41.76,30.35,72.37,6.77,1.45,6.73,268.59,111.31,11.138,2.92,96.25,0.18,22.23,77.72,1007.03
2013-09-19 03:00:00,25.41,28.32,53.91,6.88,1.43,5.46,263.42,101.14,10.843,3.0,315.21,0.04,21.91,79.91,1006.89
2013-09-19 04:00:00,24.26,24.98,49.42,5.87,1.43,6.09,255.47,99.92,11.009,3.17,335.14,0.01,22.16,80.19,1007.06
2013-09-19 05:00:00,33.72,21.04,54.97,6.38,1.68,6.29,343.06,131.43,13.652,2.21,94.85,0.25,21.95,81.02,1007.25
2013-09-19 06:00:00,49.79,17.28,67.37,7.39,2.07,5.97,328.06,157.52,12.644,1.17,87.28,0.08,21.42,86.29,1007.18
2013-09-19 07:00:00,34.41,18.3,52.93,8.73,1.7,7.38,229.48,102.32,11.237,2.34,220.82,0.49,21.49,84.2,1007.52
2013-09-19 08:00:00,18.2,17.81,36.23,12.88,2.22,9.48,267.73,123.86,11.24,2.2,208.47,0.68,22.78,80.36,1007.76
2013-09-19 09:00:00,18.93,21.54,40.67,23.76,3.21,16.25,319.54,156.81,11.271,1.94,212.54,0.78,24.01,76.99,1007.72
2013-09-19 10:00:00,14.71,24.13,38.98,24.94,2.83,40.23,238.45,117.02,8.676,3.13,213.07,1.17,26.35,67.39,1007.27
2013-09-19 11:00:00,5.74,18.03,23.9,17.39,1.86,45.67,154.4,66.57,5.869,5.8,214.0,1.18,28.16,58.14,1006.51
2013-09-19 12:00:00,3.36,13.48,16.9,12.39,1.32,57.6,100.58,43.91,3.464,9.1,212.05,1.11,29.39,49.13,1005.82
2013-09-19 13:00:00,1.59,8.61,10.23,15.97,1.38,70.8,120.3,54.4,3.492,9.15,207.18,0.76,30.06,47.72,1005.2
2013-09-19 14:00:00,1.0,7.56,8.56,18.23,1.34,78.16,124.76,58.59,3.332,9.43,220.94,0.53,30.31,47.51,1004.75
2013-09-19 15:00:00,0.8,6.03,6.82,11.63,1.19,69.13,121.46,50.5,3.73,10.22,142.88,0.38,29.93,48.21,1004.41
2013-09-19 16:00:00,0.88,7.97,8.83,8.67,1.19,67.69,115.89,49.71,3.724,9.95,111.47,0.48,29.46,49.4,1004.41
2013-09-19 17:00:00,0.8,8.85,9.63,6.63,1.28,57.41,138.7,59.22,5.825,8.67,79.97,0.28,28.8,53.34,1004.62
2013-09-19 18:00:00,0.77,11.34,12.09,7.2,1.44,41.81,199.26,80.47,9.241,5.8,77.84,0.1,27.83,59.23,1004.96
2013-09-19 19:00:00,0.8,16.0,16.85,6.08,1.4,33.78,207.26,92.6,10.561,4.68,77.31,0.02,27.13,63.24,1005.57
2013-09-19 20:00:00,0.87,15.96,16.91,5.34,1.39,29.32,168.22,80.71,9.531,5.52,282.79,0.03,26.45,66.97,1006.25
2013-09-19 21:00:00,0.94,13.49,14.47,6.73,1.61,20.21,177.18,82.77,9.851,5.41,283.86,0.03,25.64,70.74,1006.41
2013-09-19 22:00:00,1.16,17.64,18.84,6.22,1.69,7.45,251.2,96.57,11.598,4.44,238.81,0.04,25.29,73.44,1006.38
2013-09-19 23:00:00,16.59,27.01,43.78,5.9,1.87,5.56,573.09,137.8,17.427,2.69,54.37,0.02,25.02,76.72,1006.22
2013-09-20 00:00:00,129.08,6.24,135.81,5.14,1.93,6.2,525.26,145.98,16.498,2.43,81.9,0.01,24.84,78.05,1006.23
2013-09-20 01:00:00,109.99,6.72,117.33,4.3,1.93,6.09,508.57,155.11,14.879,2.0,113.31,0.03,24.36,79.4,1006.28
2013-09-20 02:00:00,71.06,11.6,83.16,8.62,2.48,6.1,416.65,198.98,13.447,1.37,102.25,0.12,24.07,80.09,1006.3
2013-09-20 03:00:00,37.1,20.07,57.4,9.99,2.55,6.14,348.14,198.26,12.524,1.3,63.88,0.08,23.94,80.45,1006.17
2013-09-20 04:00:00,19.15,21.45,40.81,7.87,2.19,7.08,271.34,158.82,11.501,1.63,86.63,0.12,23.82,80.32,1006.08
2013-09-20 05:00:00,12.74,19.73,32.69,6.58,1.9,7.54,239.65,132.39,11.334,2.05,63.43,0.16,23.49,80.16,1006.29
2013-09-20 06:00:00,9.62,17.63,27.41,14.97,3.08,6.52,346.15,200.15,11.46,1.3,44.99,0.19,24.05,80.09,1007.17
2013-09-20 07:00:00,13.61,20.49,34.29,30.73,3.97,5.84,414.11,231.04,11.448,0.88,30.75,0.36,24.12,81.73,1007.61
2013-09-20 08:00:00,36.36,21.02,57.64,29.98,3.69,5.9,352.27,196.37,11.032,0.93,1.5,0.27,24.03,82.76,1008.0
2013-09-20 09:00:00,35.02,22.61,57.85,33.21,3.28,6.59,341.34,184.98,10.681,1.08,18.15,0.37,24.51,80.07,1008.32
2013-09-20 10:00:00,30.43,24.97,55.58,39.85,3.0,7.85,334.44,175.18,10.312,1.2,35.66,0.63,24.72,78.64,1008.28
2013-09-20 11:00:00,39.07,26.29,65.63,39.14,2.74,14.7,288.11,165.59,9.589,1.37,20.42,0.6,25.38,74.11,1007.89
2013-09-20 12:00:00,15.41,29.04,44.55,24.81,2.36,14.43,269.93,153.98,9.253,1.23,23.38,0.33,25.02,77.12,1007.46
2013-09-20 13:00:00,12.14,29.76,41.98,14.89,2.2,32.05,208.42,134.81,8.444,1.28,46.88,0.6,24.61,81.09,1006.92
2013-09-20 14:00:00,5.67,12.5,18.32,15.14,2.19,38.53,172.23,116.84,7.954,1.74,42.99,0.66,25.28,75.18,1006.35
2013-09-20 15:00:00,3.29,13.97,17.3,19.83,2.26,32.16,207.21,134.11,7.801,1.61,29.37,0.59,25.7,73.19,1006.01
2013-09-20 16:00:00,3.27,21.34,24.68,17.7,2.16,33.06,186.52,127.09,6.57,1.68,25.31,0.43,25.7,71.44,1005.63
2013-09-20 17:00:00,2.29,22.12,24.47,27.0,2.54,15.36,266.52,170.11,9.191,1.19,7.89,0.53,25.05,77.13,1005.65
2013-09-20 18:00:00,2.69,36.54,39.21,26.4,2.69,11.42,286.21,186.41,9.894,0.96,334.54,0.48,24.29,81.69,1006.32
2013-09-20 19:00:00,1.95,33.2,35.19,22.6,2.72,15.27,193.39,130.45,8.323,1.31,335.23,0.53,23.8,80.74,1007.18
2013-09-20 20:00:00,1.89,24.37,26.3,21.86,2.51,16.94,161.1,103.41,7.496,1.77,342.09,0.71,23.88,76.81,1007.72
2013-09-20 21:00:00,2.06,21.75,23.89,15.03,1.85,26.8,51.05,30.6,4.324,5.62,348.72,0.62,23.43,65.13,1007.87
2013-09-20 22:00:00,1.19,14.28,15.52,6.68,1.31,33.98,37.94,18.11,2.213,9.44,322.01,1.06,22.67,63.66,1007.88
2013-09-20 23:00:00,0.87,8.65,9.53,6.24,1.09,33.46,,,1.303,13.8,322.25,0.91,22.29,63.37,1007.86
2013-09-21 00:00:00,0.91,8.77,9.7,8.36,1.06,32.95,17.27,9.66,1.336,14.22,324.51,0.81,22.44,61.41,1007.5
2013-09-21 01:00:00,,9.01,9.96,10.45,1.06,29.62,36.25,16.82,1.609,13.2,324.73,0.77,22.54,61.45,1007.48
2013-09-21 02:00:00,,10.56,11.59,8.62,1.1,33.04,52.65,22.21,1.883,11.58,327.32,1.15,22.43,62.96,1007.33
2013-09-21 03:00:00,,9.37,10.34,10.54,1.32,30.44,58.1,25.51,2.378,7.23,326.0,1.29,21.38,69.93,1007.42
2013-09-21 04:00:00,,14.54,15.68,12.54,1.64,21.13,62.74,37.03,2.814,3.16,346.52,0.55,19.94,81.94,1007.5
2013-09-21 05:00:00,,19.78,21.15,8.05,1.5,27.24,45.41,28.96,2.547,1.83,324.83,0.7,19.1,88.09,1007.8
2013-09-21 06:00:00,,10.25,11.44,6.88,1.4,22.19,38.86,28.17,2.65,1.76,321.82,0.44,18.95,91.38,1008.29
2013-09-21 07:00:00,,13.39,14.8,8.56,1.48,10.42,42.9,31.03,2.846,1.37,345.78,0.53,18.75,92.06,1008.65
2013-09-21 08:00:00,,25.48,28.43,9.62,1.5,7.36,46.81,31.69,2.878,1.4,353.23,0.53,18.6,93.27,1008.91
2013-09-21 09:00:00,,26.09,31.37,9.53,1.44,8.13,38.45,25.5,3.059,1.66,331.5,0.73,18.34,93.86,1009.51
2013-09-21 10:00:00,,24.38,30.5,7.11,1.4,16.08,30.42,19.87,2.756,2.16,320.46,1.08,18.15,93.82,1009.59
2013-09-21 11:00:00,,19.04,21.93,6.01,1.49,23.28,28.67,21.52,2.868,2.61,319.64,1.28,18.05,93.58,1009.07
2013-09-21 12:00:00,,14.38,16.68,6.61,1.56,30.54,24.63,23.64,2.432,3.73,323.78,1.03,18.17,90.84,1008.72
2013-09-21 13:00:00,,10.56,12.21,6.02,1.62,34.76,27.88,22.96,2.128,4.68,325.17,1.21,18.36,88.71,1008.09
2013-09-21 14:00:00,,8.46,9.78,4.93,1.45,33.76,30.06,19.84,2.083,5.2,332.84,1.06,18.42,87.86,1007.88
2013-09-21 15:00:00,,8.71,10.0,5.62,1.4,30.18,32.45,21.16,2.003,5.82,325.09,1.15,18.21,87.28,1007.88
2013-09-21 16:00:00,,11.44,12.77,7.24,1.61,34.09,37.1,20.51,2.029,5.52,323.46,1.01,18.19,86.6,1007.78
2013-09-21 17:00:00,,12.92,14.2,,1.54,29.82,40.52,18.69,2.113,5.27,326.39,1.02,18.18,86.52,1007.74
2013-09-21 18:00:00,,,87.55,8.73,1.77,27.64,47.61,22.61,2.021,5.14,324.18,1.1,18.17,86.63,1007.83
2013-09-21 19:00:00,,17.27,18.03,11.04,1.79,17.24,52.15,25.99,2.239,4.28,337.14,0.7,18.21,86.83,1008.21
2013-09-21 20:00:00,,24.08,25.42,9.86,1.46,13.96,46.59,25.88,2.38,4.38,337.97,0.71,18.3,86.79,1008.51
2013-09-21 21:00:00,,25.73,27.36,9.88,1.3,6.94,52.55,27.62,2.491,3.7,320.69,0.69,18.39,87.11,1008.79
2013-09-21 22:00:00,,30.6,33.15,9.0,1.35,19.11,58.19,30.6,2.291,3.29,324.62,0.94,18.32,87.73,1008.88
2013-09-21 23:00:00,,19.24,20.53,13.31,1.59,24.04,66.02,29.68,2.045,3.04,323.21,0.86,18.34,88.14,1008.82
2013-09-22 00:00:00,,15.07,16.08,11.62,1.49,22.3,57.51,28.44,2.054,3.47,326.59,0.57,18.61,87.29,1008.67
2013-09-22 01:00:00,0.87,15.78,16.74,12.36,1.6,6.2,57.12,31.94,2.056,2.87,317.23,0.75,18.61,87.76,1008.42
2013-09-22 02:00:00,2.32,28.85,31.26,13.37,1.59,8.56,63.38,35.38,2.214,2.62,337.95,0.43,18.64,87.97,1008.2
2013-09-22 03:00:00,2.06,25.13,27.26,13.51,1.38,7.84,56.49,31.34,2.537,2.89,344.25,0.41,18.7,88.1,1008.0
2013-09-22 04:00:00,2.7,25.17,27.96,19.07,1.35,1.75,63.07,39.98,2.495,2.62,22.06,0.35,18.79,87.72,1008.02
2013-09-22 05:00:00,23.93,28.66,52.78,17.38,1.37,2.35,60.77,37.77,2.528,3.01,15.4,0.35,18.97,86.35,1008.41
2013-09-22 06:00:00,13.9,31.05,45.08,22.4,1.52,2.59,72.42,40.43,2.353,2.83,23.99,0.35,19.05,84.14,1008.56
2013-09-22 07:00:00,28.08,28.97,57.2,16.03,1.32,3.32,79.54,39.49,2.591,3.13,46.8,0.5,19.19,83.36,1008.65
2013-09-22 08:00:00,18.7,29.29,48.15,17.5,1.45,3.54,91.87,37.59,3.178,2.91,359.26,0.34,19.41,83.2,1008.78
2013-09-22 09:00:00,34.13,25.0,59.37,22.06,1.47,4.28,102.27,46.45,3.495,2.98,48.16,0.33,19.95,80.33,1008.6
2013-09-22 10:00:00,43.36,23.13,66.77,22.6,1.59,2.64,112.76,48.41,4.39,2.84,349.26,0.38,19.98,80.64,1008.61
2013-09-22 11:00:00,46.33,23.25,69.88,24.2,1.78,4.07,138.82,55.25,6.035,2.38,327.13,0.45,19.84,83.73,1008.04
2013-09-22 12:00:00,26.21,23.7,50.13,25.81,1.71,6.86,130.19,53.22,5.515,2.78,1.58,0.28,20.46,80.88,1007.34
2013-09-22 13:00:00,21.34,24.28,45.83,29.61,1.79,7.32,149.31,59.41,6.242,2.78,323.94,0.59,20.8,79.79,1007.08
2013-09-22 14:00:00,22.17,25.41,47.75,26.02,1.78,6.79,138.4,55.86,5.824,3.04,336.92,0.53,21.31,77.07,1006.67
2013-09-22 15:00:00,28.46,25.85,54.49,27.81,1.75,5.83,133.61,55.02,5.514,3.12,43.17,0.39,21.48,76.34,1006.36
2013-09-22 16:00:00,29.91,26.88,56.98,35.3,1.96,3.92,148.48,64.62,6.379,2.83,0.94,0.3,21.38,76.95,1006.81
2013-09-22 17:00:00,38.73,27.78,66.71,32.27,1.84,2.97,143.54,58.16,6.562,3.19,323.07,0.58,20.84,77.49,1006.96
2013-09-22 18:00:00,27.48,31.76,59.42,31.16,1.98,2.82,118.41,47.0,4.754,3.62,321.45,0.65,20.34,78.12,1006.84
2013-09-22 19:00:00,7.82,34.04,41.9,35.58,2.36,2.6,144.95,64.23,5.558,2.82,324.79,0.38,20.26,80.37,1007.23
2013-09-22 20:00:00,14.63,31.79,46.49,28.83,2.26,2.42,155.41,62.13,5.582,2.54,358.37,0.22,20.34,81.06,1007.75
2013-09-22 21:00:00,14.93,28.93,43.98,31.18,2.4,2.28,165.82,68.13,5.831,2.19,325.09,0.29,20.37,82.07,1007.79
2013-09-22 22:00:00,22.34,26.91,49.43,26.58,2.18,3.07,161.74,62.15,6.539,2.24,318.92,0.32,20.24,83.84,1007.7
2013-09-22 23:00:00,19.4,24.95,44.51,22.17,2.05,2.75,151.97,61.1,6.13,2.14,322.63,0.11,20.31,84.51,1007.27
2013-09-23 00:00:00,17.37,23.95,41.5,29.25,2.08,2.43,161.66,72.84,5.709,2.13,315.16,0.54,20.19,83.2,1007.07
2013-09-23 01:00:00,11.82,26.26,38.19,31.03,2.06,2.66,172.17,79.64,6.004,2.02,17.43,0.21,20.37,82.27,1006.6
2013-09-23 02:00:00,11.05,24.92,36.13,30.11,2.03,2.69,176.38,83.49,6.166,1.83,344.15,0.2,20.31,83.61,1006.15
2013-09-23 03:00:00,15.47,21.8,37.49,33.89,2.03,2.84,179.06,81.6,6.364,1.75,47.23,0.24,20.3,84.77,1006.0
2013-09-23 04:00:00,17.07,19.64,36.95,38.45,1.83,2.77,173.47,82.89,6.701,1.55,52.36,0.31,20.34,84.71,1006.16
2013-09-23 05:00:00,52.83,15.86,69.0,34.14,1.75,2.83,167.64,82.72,7.016,1.48,55.9,0.41,20.09,85.69,1006.46
2013-09-23 06:00:00,35.95,19.16,55.36,26.73,1.62,3.67,139.54,66.0,7.099,1.76,73.37,0.44,19.98,86.6,1006.61
2013-09-23 07:00:00,13.99,20.33,34.52,22.39,1.74,6.09,124.35,57.33,7.31,2.1,6.09,0.26,20.05,86.28,1006.87
2013-09-23 08:00:00,5.05,18.09,23.3,23.54,1.89,5.44,138.58,58.53,7.255,2.13,355.24,0.27,20.28,85.72,1007.35
2013-09-23 09:00:00,8.64,18.95,27.77,28.55,2.29,6.94,133.22,60.94,7.483,2.15,23.49,0.38,20.37,85.99,1007.67
2013-09-23 10:00:00,10.96,18.95,30.06,52.02,2.46,4.55,186.25,95.91,9.219,1.39,25.95,0.56,20.38,87.19,1008.04
2013-09-23 11:00:00,71.62,13.92,86.02,39.0,1.86,4.13,123.07,64.04,7.874,1.81,3.4,0.76,19.88,87.29,1008.45
2013-09-23 12:00:00,32.45,20.36,53.04,18.13,1.58,3.94,,,5.716,1.87,37.12,0.95,19.06,89.53,1008.82
2013-09-23 13:00:00,20.28,20.6,41.1,4.78,1.09,21.17,,,1.453,7.44,65.52,1.77,17.38,92.55,1009.71
